nconst	primaryName	birthYear	deathYear
nm1268106	Gavvy Cravath	1881	1963
nm1268447	Rube Foster	1888	1976
nm1268667	Frau Gude	\N	\N
nm1270151	Edna Sharpe	1890	1967
nm1270556	Eugenie Werner	\N	\N
nm1271184	C.W. Bachman	1863	1947
nm1272063	Danjuro Ichikawa	1838	1903
nm1272675	Kikugoro Onoe V	\N	\N
nm1274772	Dave Bancroft	1891	1972
nm1274963	Marion Brent	\N	\N
nm1275393	Teddy the Dog	\N	1925
nm1279538	Édouard Grisollet	\N	\N
nm1279904	Joseph Kelly	\N	\N
nm1280594	Eva Nelson	1893	\N
nm1282454	William J. Bauman	1884	1960
nm1285495	Jane Paddock	\N	\N
nm1286798	Sitting Bull	1831	1890
nm1287215	Florence Fitzroy	\N	\N
nm1287786	W.L. Lewis	\N	\N
nm1287826	Harry Loverin	\N	\N
nm1287902	Allen A. Martin	\N	\N
nm1287971	Merla Marion Metcalf	\N	\N
nm1288120	Fanny Northrope	\N	\N
nm1288774	Grace Tregarthen	\N	\N
nm1291436	Adrien Caillard	\N	\N
nm1291814	Laura Darville	\N	\N
nm1294185	Dick Parker	\N	\N
nm1299611	Eileen Goodin	\N	\N
nm1301649	Ettore Pesci	\N	\N
nm1303133	Gyp Williams	\N	\N
nm1304340	J.C. Buckstone	1859	1924
nm1304353	Wyatt Burns	\N	\N
nm1304371	Hick Cady	1886	1946
nm1304923	Del Gainer	1886	1947
nm1305174	Olaf Henriksen	1888	1962
nm1305944	Charles P. Müller	\N	\N
nm1307394	Larry Gardner	1886	1976
nm1309758	Chauncey Depew	1834	1928
nm1311785	Lev Zhurbin	1978	\N
nm13155558	Max Büttner	1859	1927
nm1320386	E. Vivian	\N	\N
nm1322270	Loma Besserer	\N	\N
nm1322742	Suzanne Erandis	\N	\N
nm1323543	Christiane Mandelys	1873	1957
nm1324584	Maurice Vinot	1888	1916
nm1330620	Hans Hyan	1868	1944
nm1332578	Michelle	\N	\N
nm1333156	Mlle Barral	\N	\N
nm1333252	Blanchard	\N	\N
nm1333551	Coste	\N	\N
nm1333564	Eugene Creissel	\N	\N
nm1333629	Amélie de Pouzols	\N	\N
nm1333904	Marcelle Fleury	\N	\N
nm1334052	Fernand Godeau	\N	\N
nm1334402	Nathalie Jerome	\N	\N
nm1334821	Maiapolska	\N	\N
nm1334895	Jane Maylianes	\N	\N
nm1335271	Gaston Paulin	\N	1921
nm1335308	La Petite Lily	\N	\N
nm1335335	Léa Piron	\N	\N
nm1335492	Mademoiselle Rianza	\N	\N
nm1336171	J.C. Whitcomb	\N	\N
nm1336964	Yvonne Mario	\N	\N
nm1338022	Robert Smith	\N	\N
nm1338028	Édouard Pinto	1887	\N
nm13388805	Maria Ann Lovell	\N	\N
nm1340310	Madame d'Aulnoy	\N	\N
nm1345078	S. Jones	\N	\N
nm1346516	Victor Kainer	1905	1922
nm1346727	Audrey Littlefield	1906	1970
nm1347478	J.C. Smith	\N	\N
nm1348998	Harry Blyth	\N	\N
nm1350083	Frances Cummings	\N	1923
nm1352982	Min Johnson	\N	\N
nm1355020	Reinhold Flügel	\N	\N
nm1355040	Ray Francis	\N	\N
nm1355849	Bessie McCoy	1884	1931
nm1355851	George McDermott	\N	\N
nm1356332	W.G. Rice	\N	\N
nm1356916	Grete Weixler	1900	1921
nm13577236	Lassie	\N	\N
nm1358884	Ellen Aggerholm	1882	1963
nm1359591	Willard Gardner	\N	\N
nm1360649	Mr. Rivary	\N	\N
nm1361626	Willie West	\N	\N
nm1363590	Jay Hanna	1886	1957
nm1364406	Otto Rung	1874	1945
nm1364707	Virginia K. Tucker	\N	\N
nm1368553	George B. Hoyt	\N	\N
nm1370230	James F. Brady	\N	\N
nm1370310	Clarence L. Carey	\N	\N
nm1372000	Willis Secord	\N	\N
nm1372137	Sam Stillwell	\N	\N
nm1373143	Lillian Hines	\N	\N
nm1374391	Bud Jerome Anderson	1872	\N
nm1374692	Raffaele Caravaglios	\N	\N
nm1374785	Mary Clowes	\N	\N
nm1376180	Sandro Properzi	\N	\N
nm1376296	Emilio Roncarolo	\N	\N
nm13782575	P.J. Bourke	\N	\N
nm1379916	Marvin Faylen	\N	\N
nm1380868	Luis Mazzantini	\N	\N
nm1384776	Imp the Dog	\N	\N
nm13854465	Helen Taft	\N	\N
nm1387392	Charlotte Singleton	\N	\N
nm1387764	Phillip Tyron	\N	\N
nm1388010	Marie A. Wing	\N	\N
nm13890136	Paul Tietjens	\N	\N
nm13903996	Walter Dalgleish	\N	\N
nm13904309	Clara Stevenson	\N	\N
nm13904310	George Corti	\N	\N
nm13912381	Klaas Schout	\N	\N
nm1394418	Michael Mortilla	\N	\N
nm13967547	István Kiss	\N	\N
nm1396754	Dick Scott	\N	\N
nm1397726	Neva Don Carlos	1889	\N
nm1398184	Fred Ilenstine	1889	1968
nm1399399	J. Travers	\N	\N
nm1399761	George Creel	1876	1953
nm1399833	Earl Howell	1883	1918
nm1400009	William A. Russell	1878	1914
nm1402894	Jimmie McIntyre	\N	\N
nm1403103	Sophie Osborn	\N	\N
nm1403670	Elmer Thompson	\N	\N
nm1411720	Daniel P. Kelleher	1896	1958
nm1413247	Lew Rushing	\N	\N
nm1413423	Glenn Shaver	\N	\N
nm1414472	Miriam Horwitz	1882	1967
nm1415343	Alice Danzinger	\N	\N
nm1415907	Al Jacoby	\N	\N
nm1416083	Ivan Andreyevich Krylov	\N	\N
nm1420037	Josephine Duval	\N	\N
nm1422578	Cyril Leonard	\N	\N
nm1424262	Hal Angus	1890	1977
nm1428564	Florence Geneva	\N	\N
nm1428608	Lindsay Gray	1868	\N
nm14297096	Irene Brogen	\N	\N
nm1431224	Nicholas Brierley	1880	1935
nm1432527	Leon J. Suckert	\N	\N
nm1434907	Ragnhild Christensen	\N	\N
nm1436533	Kate McCabe	\N	\N
nm1437421	Frederik Schack-Jensen	1877	1963
nm1437660	Erling Stensgaard	\N	\N
nm1440041	Minnie Meyer	\N	\N
nm1448664	Richard Wirth	1857	1938
nm1455759	Pierre Sales	1856	1914
nm1458507	Victor Fabian	1869	1922
nm1458590	Elna From	1869	1943
nm1459190	Otto Lagoni	1868	1944
nm1463771	Mae Hamilton	\N	\N
nm1464377	Emil Kruschke	\N	\N
nm1465134	Kame Nee	\N	\N
nm1465420	R. Peyton	\N	\N
nm1465569	Julia M. Purdy	\N	\N
nm1466453	E. Trelawney	\N	\N
nm1475455	James G. Steven	\N	\N
nm1475687	Alfred Tostary	1872	\N
nm14793212	J.F. Natteford	\N	\N
nm1491428	Ferdinand Richter	\N	\N
nm1493129	Fritz Junkermann	1883	1942
nm1493781	Ilse Oeser	\N	\N
nm1494341	Hans Staufen	\N	\N
nm1494622	Berhold Weiss	\N	\N
nm1495193	Hermann Litt	\N	\N
nm1495608	Mabel Harris	\N	\N
nm1495634	Frau Karsten	\N	\N
nm14997122	Lotta Savoy	\N	\N
nm14997123	DeWitt C. Wheeler	\N	\N
nm1505494	Bertha Laurentius	\N	\N
nm1508049	Boris Lensky	\N	\N
nm1517169	Otto Zeegers	\N	\N
nm15212932	Y. Spinner	\N	\N
nm1523929	Conchita Ledesma	\N	\N
nm1525319	Pier Camillo Tovagliari	\N	\N
nm1529472	Donald Sosin	1951	\N
nm1530337	Helen Wright	1868	1928
nm1531372	Hilmar Clausen	1888	1951
nm1531812	Waldemar Hansen	1891	1960
nm1532213	Henny Lauritzen	1871	1938
nm1539443	Mrs. Hepworth	1873	1917
nm1550583	Veronica Marsh	\N	\N
nm1550622	Irene Mattalia	\N	\N
nm1552402	Julia Ude	\N	\N
nm1553082	Antonio Nazzari	\N	\N
nm1553125	Narciso Vaz	\N	\N
nm1558054	James Ashley	\N	\N
nm1559990	Roy Tyrrell	\N	\N
nm1560335	Elaine Hayman	\N	\N
nm1562759	Frères Lafitte	\N	\N
nm1563056	Columbia Eneutseak	1893	1959
nm1563072	Georges Hatot	1876	1959
nm1563104	Dorothy M. Lynn	\N	\N
nm1564224	Florence Levy	\N	\N
nm1565800	Margaret Adamson	\N	\N
nm1569501	Jacques Burg	\N	\N
nm1570017	Charles Courtwright	1876	\N
nm1576351	William Sweeney	\N	\N
nm1576435	Earl Talbot	1891	1914
nm15772159	L. Tridienska	\N	\N
nm15789365	Carlota de Mena	\N	\N
nm1579294	Harry Norton	\N	\N
nm1579564	Mme. Van Doren	\N	\N
nm1583901	Arthur Evans	\N	\N
nm1585907	Cesira Lenard	\N	\N
nm1587194	Emil Skladanowsky	1866	\N
nm1587933	Boyd Clark	\N	\N
nm1588970	Carmencita	1868	1910
nm1589732	John Michael Hick	\N	\N
nm1589746	Inez A. Ridgeway	\N	\N
nm1590986	Kate Claxton	1850	1924
nm1594370	Charles Lakin	1893	1965
nm1597962	Anatole Thiberville	\N	\N
nm1598049	Bernd Thewes	\N	\N
nm1616439	Tony Bulandra	\N	\N
nm1617025	Constantin Neamtu-Ottonel	\N	\N
nm1618471	Frank N. Thayer	\N	\N
nm1627778	Holger Hofmann	1868	1929
nm1627993	Pepper the Cat	\N	\N
nm1628363	Sam Smiles	\N	\N
nm1628724	Herschel Herschovitz	\N	\N
nm1644582	Owen Meredith	\N	\N
nm1649723	Edwin DeWolf	\N	\N
nm1650215	Toodles	\N	\N
nm1651416	Frances Keyes	\N	\N
nm1653545	Edna Johnson	\N	\N
nm1654733	Shep the Dog	\N	\N
nm1654850	David Greenwell	\N	\N
nm1655221	William Porter Jr.	\N	\N
nm1655639	Julia Courtell	\N	\N
nm1655993	Bobbie Robbins	\N	\N
nm1656292	Katherine K. Kepper	\N	\N
nm1658854	Howard Gage	\N	\N
nm1666136	Georges Guérin	\N	\N
nm1669708	H.L. Bascomb	\N	\N
nm1669846	N.B. Clarke	\N	\N
nm1670010	W.R. Floyd	\N	\N
nm1670421	J. McDovall	\N	\N
nm1670497	Phineas Nairs	\N	\N
nm1670687	Addison Rothermel	1892	1958
nm1670913	George Voijere	\N	\N
nm1671089	Aline Boyd	\N	\N
nm1671273	Eleanor Goodspeed	\N	\N
nm1671836	Mae Thorn	\N	\N
nm1672152	William L. Graylord	\N	\N
nm1672198	Edward T. Matlack	\N	\N
nm1672242	Page Spencer	\N	\N
nm1675211	E.M. Leslie	\N	\N
nm1675682	Elizabeth Conway	\N	\N
nm1676187	J.W. Blake	\N	\N
nm1678676	I.C. Christensen	1856	1930
nm1680332	Frank Blighton	\N	\N
nm1684800	Robert Tucker	\N	\N
nm1684881	Harry Bates	1870	1932
nm1685914	George Gaffney	\N	\N
nm1687298	Thomas Colmensil	\N	\N
nm1694147	W.H. Lawrence	\N	\N
nm1695841	Jean Durrell	\N	\N
nm1699075	Jim Robson	\N	\N
nm1703900	Lucien Boyer	1876	1942
nm1714653	Aurel Barbelian	\N	\N
nm1715062	P.J.C. Janssen	1824	1907
nm1718198	Albert Sorgius	\N	\N
nm1723261	Melvin G. Winstock	\N	\N
nm1726962	Acacio Antunes	\N	\N
nm1726969	Ed Armstrong	\N	\N
nm1728086	Thomas Vieira	\N	\N
nm1729031	Lucinda do Carmo	\N	\N
nm1729239	Claude Ferdinand Von Bernard	\N	\N
nm1738398	Captain Webb	\N	\N
nm1747784	Francisco I. Madero	1873	1913
nm1759558	Gilberte Sergy	\N	1924
nm1760275	Gertrudes Lima	\N	\N
nm1760538	Amélia Soares	\N	\N
nm1761548	Pierre Trimbach	1889	1970
nm1764384	Hans Bloch	\N	\N
nm1770680	Julien Pappé	1920	2005
nm1772610	John Murphy Farley	1842	1918
nm1773629	Morris H. Black	\N	\N
nm1778194	Bretteau	\N	\N
nm1778224	Carmelli	\N	\N
nm1778292	Dupeyron	\N	\N
nm1779176	Mary Brunel	\N	\N
nm1779686	Madeleine Sézanne	\N	\N
nm1779759	Käthe Wittenberg	\N	\N
nm1780026	Adelaide René	\N	\N
nm1792918	June Clark	\N	\N
nm1800526	Miss Lyons	\N	\N
nm1800651	Alberta McCoy	\N	\N
nm1802226	Joseph Maddern	\N	\N
nm1803861	Georg Paezel	1880	1951
nm1808212	Wladimir	\N	\N
nm1814364	Kai Voigt	1894	1946
nm1815579	Fido the Dog	\N	\N
nm1818289	Luise del Zopp	1871	1946
nm1822348	Harold A. Livingston	\N	\N
nm1824687	Jára Sedlácek	1884	1929
nm1832937	Luke the Dog	1913	1926
nm1833881	Doris Langkilde	1874	1946
nm1834127	Maggi Zinn	1873	1952
nm1834296	Axel Garde	1876	1958
nm1838546	Charles Penn	\N	\N
nm1840863	Joseph Faivre	\N	\N
nm1845377	Fridtjof Kaulbach	1901	1968
nm1845806	Parly Petersen	1889	1965
nm1846061	Poul Skondrup	1905	1977
nm1851859	Minnie Humphrey	\N	\N
nm1851951	Oda Nielsen	1851	1936
nm1854449	Victor Betzonich	1864	1901
nm1854741	Siegwart Gruder	1872	\N
nm1856940	Christian Lundsgaard	\N	\N
nm1857018	Hippolyte Taine	\N	\N
nm1857036	Scheel Vandel	1864	1918
nm1861813	Mrs. Medill McCormick	1880	1944
nm1865135	Georg Hötzel	\N	\N
nm1865342	Miss Earle	\N	\N
nm1866776	Mr. Barry	\N	\N
nm1868129	Jinnie Frazer	\N	\N
nm1868732	John Melville	\N	\N
nm1871810	Alan Crolius	1889	1936
nm1874201	Robert Marconi	\N	\N
nm1884352	Nettie Hechter	\N	\N
nm1885154	Bert Hunn	1883	1964
nm1887019	Suzanne De Labroy	\N	\N
nm1890346	Nicola Zavoli	\N	\N
nm1892090	Olly Klein	\N	\N
nm1894886	Mr. Lepard	\N	\N
nm1895457	Florence Williamson	\N	\N
nm1895858	Annabel Dwight	\N	\N
nm1902148	Alfred Duskes	\N	\N
nm1917268	Witold d'Antone	\N	\N
nm1918511	Raymond Pellerin	\N	\N
nm1919060	Herbert Redding	\N	\N
nm1921007	Carl Otto Dumreicher	1879	1965
nm1922846	Eugene Barrington	\N	\N
nm1923782	Stella Lind	1892	1919
nm1925034	Kirstine Friis-Hjorth	1872	1944
nm1925762	L.A. Hjarne	1880	1948
nm1925769	Budd Doble	1841	1926
nm1928274	Sylvanus Cobb Jr.	\N	\N
nm1932247	Douglas Simpson	\N	\N
nm1932556	James M. Johnson	\N	\N
nm1937037	Josephine Houle	\N	\N
nm1938661	C.E. Rogers	1882	1951
nm1940235	J.H. Horsey	\N	\N
nm1942118	Sohège	\N	\N
nm1945570	Fritz Steinbeck	\N	\N
nm1950505	Charles Sindelar	1876	1947
nm1958630	George Henderson	1851	1923
nm1958881	Doris Thompson	1859	1916
nm1959441	Bertie Pitcairn	1885	1914
nm1959903	Annie H. Donnell	\N	\N
nm1964737	Helen Blaney	\N	\N
nm1969293	Henry Kaige	\N	\N
nm1969695	Mrs. Victor Koch	\N	\N
nm1972946	David Drazin	\N	\N
nm1976493	Suzanne Rankin Drew	\N	\N
nm1977140	Edna McBeth	\N	\N
nm1979140	Marie Kläs	\N	\N
nm1979952	Charles Krauss	\N	1926
nm1981297	Albert Price	1844	1927
nm1982975	Margarete Wichmann	\N	\N
nm1984722	Edna Smith	\N	\N
nm1987804	Henny Steimann	1860	\N
nm1990343	Ernst Bretschke	\N	\N
nm1992222	Julius Einödshofer	1863	1930
nm1993094	Ellen Diedrich	\N	\N
nm1993235	Otto Wedel	\N	\N
nm1995281	Pepi Machauer	\N	\N
nm1995771	Ibolya Nagy	1864	1946
nm1997151	Siegfried Schultz	\N	\N
nm1997201	Maria Christina of Austria	1858	1929
nm2004235	Kitty O'Neil	\N	\N
nm2006117	Nick Callahan	\N	\N
nm2009613	Emma C. Butler	\N	\N
nm2014119	Walter Griswoll	\N	\N
nm2022633	Mary Maxwell	\N	\N
nm2054205	Reginald McKinstry	\N	\N
nm2078034	Joachim Bärenz	\N	\N
nm2080582	Júlio Santos	\N	\N
nm2086836	Elence da Comp. do Teatro Gymnasio	\N	\N
nm2088653	Augustus Marvin	\N	\N
nm2092030	George S. Fleming	\N	\N
nm2096359	Olive Drake	\N	\N
nm2099703	Endre Szeghõ	1877	1933
nm2100329	Harry Alaska	\N	\N
nm2112876	Julie Henriksen	1872	1949
nm2114104	Maude Potter	\N	\N
nm2114719	Margie Anderson	\N	\N
nm2125856	Miss George	\N	\N
nm2126992	Maxence Cyrin	\N	\N
nm2128764	David Davis	\N	\N
nm2131092	Gebhard Schätzler-Perasini	\N	1931
nm2139851	Amélia Vaz	\N	\N
nm2140812	Thurston Harris	\N	\N
nm2143234	Eugène Creissel	\N	\N
nm2146885	Charles Keppens	\N	\N
nm2150938	Th.S. Sørensen	\N	\N
nm2156608	Walter Pfeffer Dando	1852	1944
nm2157518	Antonio Serrano	\N	\N
nm2160063	Valdemar Petersen	\N	\N
nm2161079	Mariya Korolyova	\N	\N
nm2165169	Frank Brady	\N	\N
nm2180798	Baptista Schreiber	1886	1956
nm2181635	Vladimir Kriger	1872	1933
nm2182770	F.C. Oberg	\N	\N
nm2233503	Ernest Warner	\N	\N
nm2243658	Cedric R. Smith	\N	\N
nm2245603	Jeff Heatley	\N	\N
nm2256592	John L. Sullivan	1858	1918
nm2259742	Charles Sefton	1884	1971
nm2279742	Mildred Jackson	\N	\N
nm2283407	J.H. Landau	\N	\N
nm2286670	Manzoni	\N	\N
nm2289198	Herbert E. Morgan	\N	\N
nm2293339	Atti Pacsay	1970	\N
nm2297223	George Gray	1863	\N
nm2308962	Stella W. Collard	\N	\N
nm2313241	John Manus Dougherty Sr.	1885	\N
nm2323467	Aranka Molnár	1902	1982
nm2325688	Mary Hagen	\N	\N
nm2326707	Lily Haggar	1891	1973
nm2328128	Betty Johnson	\N	\N
nm2329855	Violet Haggar	1887	1979
nm2329944	Henry Haggar	1889	1945
nm2331275	James Haggar	1879	1925
nm2331511	Old Blue	\N	\N
nm2332493	Sarah Haggar	1851	1909
nm2336680	Walter Goebel	\N	\N
nm2350007	Antoine Féraud	\N	\N
nm2350838	Andrée Lumière	1894	1918
nm2354154	Alphonse Winckler	1839	1925
nm2362063	Herbert Trench	1865	1923
nm2365973	Zoltán Sipos	1882	1914
nm2384492	Petre Liciu	\N	\N
nm2386325	Constanta Demetriade	\N	\N
nm2405804	Sutton Vane Sr.	\N	\N
nm2412731	László Csiky	1860	1936
nm2419394	Kató Berky	1889	1961
nm2421318	Ingeborg Rasmussen	1868	1926
nm2421815	Karl-Ludwig Schröder	1877	1940
nm2421834	Eric Chapus	\N	\N
nm2423235	Kornélia Parlaghy	1884	1942
nm2431571	Joseph Harker	1855	1927
nm2434920	Thora Meincke	1877	1911
nm2445103	Mary McKenzie	\N	\N
nm2485827	Fred Haggar	1873	1913
nm2528881	Aage Lorentzen	1880	1955
nm2529677	Anton Gambetta Salmson	1870	1926
nm2542283	Gunnar Rosenbaum	\N	\N
nm2542573	Willy Zeyn	1876	1946
nm2543207	Ingeborg Larsen	1887	1931
nm2543208	Maria Carlotta	\N	\N
nm2544950	Luella Forepaugh	1857	1959
nm2547818	Gustav Helios	1887	1960
nm2552457	A. James Gee	1878	1970
nm2554531	Sam Gong	\N	\N
nm2557111	Bernhard Holz	\N	\N
nm2558325	Alfi Zangenberg	1882	1966
nm2558782	Helga Stewens	\N	\N
nm2559368	Sigrid Deurell-Lundgren	\N	\N
nm2560212	Eva Holländer	\N	\N
nm2577458	Albert Warren Kelsey	1841	1921
nm2577858	Frank A. Lyons	\N	\N
nm2583229	George F. Fish	1862	1949
nm2595690	Tage Hertel	1894	1955
nm2681099	José María Pino Suárez	1869	1913
nm2694376	Viola Frayne	\N	\N
nm2700803	Zsigmond Vincze	1874	1935
nm2701207	Mordka Towbin	\N	\N
nm2702245	Rudolf Zaslawski	\N	\N
nm2704193	Izydor Lewenhardt	\N	\N
nm2705332	Dawid Lui	\N	\N
nm2708211	Adolf Berman	\N	\N
nm2718103	Agnes Nørlund Seemann	1882	1973
nm2725710	Josef Rozsíval	1884	1941
nm2727220	Rudolf Matucha	\N	\N
nm2764245	Chief Tall Bull	\N	\N
nm2766551	Beatrice Altenhofer	1874	1957
nm2773733	Clifton Hyde	\N	\N
nm2780172	Rafael Arcos	\N	\N
nm2786180	Mojzesz Szpiro	\N	\N
nm2786285	Lejzer Zelazo	\N	\N
nm2791743	Albert Mullens	\N	\N
nm2822670	Edmund Pöhn	\N	\N
nm2827911	Carl Ludwig Schleich	1859	1922
nm2839874	William Nagger	\N	\N
nm2846313	Ludwig Marum	\N	\N
nm2846719	Harper Garcia Smyth	\N	\N
nm2880396	Madeleine Koehler	1895	1970
nm2889449	Frank E. Moore	\N	\N
nm2916122	Miss Pike	\N	\N
nm2918164	Mary Stafford Cooper	\N	\N
nm2918535	H. Eric Jewett	\N	\N
nm2924919	Wallace Illington	\N	\N
nm2931813	Anton Seitzberg	1863	1917
nm2932070	Erik Winther	1884	1946
nm2937708	Caesar	\N	\N
nm2938053	Tommy Footit	\N	\N
nm2940072	Harold Smith	1889	1975
nm2940350	Dorothy Smith	1891	1964
nm2948310	H. Keishon	\N	\N
nm2952874	Maïna	\N	\N
nm2958313	Hal Chase	1883	1947
nm2958402	Scott Stratton	\N	\N
nm2960348	Tom Daly	1891	1946
nm2960633	Scoops Carey	\N	\N
nm2993979	A.G. Ogden	\N	\N
nm3002376	Norman Campbell	\N	\N
nm3029234	Georgette Méliès	1888	1930
nm3068222	Olivia Norrie	1869	1945
nm3071427	Jim Gerald	1891	1971
nm3137460	Dickie Thorpe	\N	\N
nm3137494	Estelle Hopkins	\N	\N
nm3140323	E.H. Hotchkiss	1883	1912
nm3140379	Thomas Worthing	\N	\N
nm3154137	Claude H. Miller	\N	\N
nm3168648	George E. Middleton	1882	1969
nm3275842	Nándor Korcsmáros	1883	1959
nm3294522	Lillian Hayward	1868	1947
nm3345408	Fred Farren	1874	1956
nm3375492	Zoltán Hirsch	1885	1944
nm3390540	Ingeborg Jensen	\N	\N
nm3412368	Edmund Østerby	1876	1962
nm3472966	Harry Tammen	1856	1924
nm3473491	Frederick Bonfils	1860	1933
nm3501535	Antal Hajdu	\N	\N
nm3502604	Carle Mann	\N	\N
nm3502683	Genevieve Baird	\N	\N
nm3523653	Imre Roboz	1892	1945
nm3524487	Gyula Abonyi	1850	1919
nm3550424	William Clarence Rowe	\N	\N
nm3624379	Edmund Breitenbach	\N	\N
nm3653885	Lou Defrose	\N	\N
nm3664514	Sol Alkin	\N	\N
nm3691272	Ploetz	\N	\N
nm3692071	Delaware	\N	\N
nm3692297	Grunato	\N	\N
nm3692479	Ancion	\N	\N
nm3692829	Larella	\N	\N
nm3733199	Noble Kreider	\N	\N
nm3751042	Gus Pullian	\N	\N
nm3763070	Cardoso	\N	\N
nm3834169	Mary Germaine	\N	\N
nm3844136	Duetto Los Chimenti	\N	\N
nm3873742	Palmer Clark	\N	\N
nm3885009	Consuelo Torres	\N	\N
nm3887135	E.A. Armstrong	\N	\N
nm3942815	Pier Delle Vigne	\N	\N
nm3945675	John Hofmeister	\N	\N
nm3988875	John Sharkey	\N	\N
nm3989506	Peggy Pearce	1894	1975
nm4004332	Helen Carruthers	1892	1925
nm4007970	Alhambra Girls	\N	\N
nm4008916	Hale Studebaker	1889	1963
nm4021239	D. Amelia de Lisboa	\N	\N
nm4021589	Laura Faria	\N	\N
nm4022057	Agostinho de Gouvea	\N	\N
nm4022068	D. Maria de Lisboa	\N	\N
nm4022417	Alexandre Azevedo	\N	\N
nm4023129	Isabel Berard	\N	\N
nm4045612	Eric Leguen	\N	\N
nm4046616	Monte Alto	\N	\N
nm4081458	George Siler	1846	1908
nm4082222	Billy Madden	1852	1918
nm4116987	Lili Hajnóczy	\N	\N
nm4117830	Charles Foley	1861	1956
nm4150412	Georgia Carmany	\N	\N
nm4152003	Dolly Mings	\N	\N
nm4252970	Sadie Lindblom	1890	\N
nm4330489	Jambon	\N	\N
nm4334430	Pasquier	\N	\N
nm4334440	Vallé	\N	\N
nm4427898	Sir Robert Ashe	\N	\N
nm4438823	Marre	\N	\N
nm4491570	Octavio Vázquez	\N	\N
nm4535948	The White Coons	\N	\N
nm4536361	Cameron highlanders' Band	\N	\N
nm4572288	William Thomsen	\N	\N
nm4645556	Albert Blinkhorn	\N	\N
nm4702008	H. Hood	\N	\N
nm4749111	Joe Giddings	\N	\N
nm4760456	Herbert Maxwell	1845	1937
nm4771831	Mr. Wrighton	\N	\N
nm4771848	Mr. Lewellyn	\N	\N
nm4771873	Mr. Sefton	\N	\N
nm4772416	Miss Sibley	\N	\N
nm4783008	J. De Lungo	\N	\N
nm4785256	Charles Kitts	\N	\N
nm4786949	Lily Maxwell	\N	\N
nm4787025	Harry Graham	\N	\N
nm4789300	Adele Clark	\N	\N
nm4798267	Ljut Steensgaard	\N	\N
nm4824599	Max Freitag	\N	\N
nm4824625	Idon Hartvig	1888	1974
nm4854559	Mrs. Connelly	\N	\N
nm4857645	Stanely Bigham	\N	\N
nm4866513	Aleksey Muravin	1883	\N
nm4872110	Charlie the Elephant	\N	1923
nm4893143	Paul-Ernst Timan	\N	\N
nm4900339	A.C. Ogan	\N	\N
nm4901390	Yekaterina Geltser	1876	1962
nm4902481	Vassiliy Tikhomirov	1876	1956
nm4905952	Germaine Serand	\N	\N
nm4906549	Yvonne Serand	1886	1969
nm4930055	Elsie Marquette	\N	\N
nm4939456	Miss Guion	\N	\N
nm5054228	August C. Dorner	\N	\N
nm5072333	David Marnell	\N	\N
nm5072677	Morris Keen	\N	\N
nm5076192	Florence Klotz	1901	\N
nm5083123	Rita Gould	\N	\N
nm5087284	Sophus Erhardt	1865	1927
nm5114190	Gyrithe Hansen	\N	\N
nm5121267	Emile Houtman	\N	\N
nm5121475	René Serand	\N	\N
nm5164103	Johanne Dinesen	1882	1930
nm5168498	Thomas P. Krag	\N	\N
nm5176275	Katherine Bjorling	\N	\N
nm5176384	Irene Kingsland	\N	\N
nm5176523	Charles T. Danforth	\N	\N
nm5177136	N.E. Milligan	\N	\N
nm5188470	Carl Johan Lundkvist	1875	1915
nm5189048	Edward Jacobsen	1879	1941
nm5190017	Th.S. Hermansen	\N	\N
nm5215306	Michael Klubertanz	\N	\N
nm5216764	Inger Melchior	\N	\N
nm5217821	Trine Wulff	\N	\N
nm5217890	Kaj Rasmussen	1885	1954
nm5218227	Ludwig Landmann	\N	\N
nm5222796	Ludvig Nathansen	1884	1949
nm5223669	Vilhelm Poss-Nielsen	1866	1943
nm5227562	Christian Hansen	1858	1919
nm5227669	Gudrun Kjerulf	1882	1918
nm5228466	Otto Von Fick	\N	\N
nm5231591	Evelyn Coates	\N	\N
nm5231656	Peter Nansen	1861	1918
nm5231865	Valdemar Willumsen	1879	1965
nm5231969	Martha Hegner	\N	\N
nm5232207	Leo Berger	\N	\N
nm5235064	Carl Knudsen	\N	\N
nm5238940	Emilio Gallo	\N	\N
nm5239860	Ellen Price de Plane	\N	\N
nm5239866	Ane Marie Christiansen	\N	\N
nm5239890	Vilhelm Wiehe	1858	1916
nm5242820	Mary Powers	\N	\N
nm5258773	Isabel Irvine	\N	\N
nm5262347	Ervin Denecke	1880	\N
nm5277488	Frigyes Hervay	1874	1946
nm5289318	O. Poulsen	\N	\N
nm5289829	Hr. Andreasen	\N	\N
nm5293281	Aage I.C. Schmidt	\N	\N
nm5394591	Paul Méliès	\N	\N
nm5426673	Miss McKinnon	\N	\N
nm5426674	Miss McKinnon	\N	\N
nm5427801	Billie Walsh	\N	\N
nm5442200	Tamara Pappé	\N	\N
nm5453516	Edward Gibbs	\N	\N
nm5453545	Mrs. M. Dickson	\N	\N
nm5453546	Victoria Wallace	\N	\N
nm5453548	J.W. Clinton	\N	\N
nm5454097	Dorothy Dahl	\N	\N
nm5461496	Joan Pardee	\N	\N
nm5486295	Clayton Macklenn	\N	\N
nm5490145	Peggy Page	\N	\N
nm5525601	Fritzi Boss	\N	\N
nm5586838	Khedive Abbas II	\N	\N
nm5593673	John Shannon	\N	\N
